,0
accuracy,0.6177093469177494
balanced_accuracy,0.6336207567517728
top-2-accuracy,0.7987522179611928
macro-f1,0.5670439782420558
macro-precision,0.5416660029869091
macro-recall,0.6336207567517728
weighted-f1,0.6780875065403202
weighted-precision,0.6177093469177494
weighted-recall,0.6304360274378725
