,0
accuracy,0.4261347375651079
balanced_accuracy,0.4782960304627836
top-2-accuracy,0.6191975273310056
macro-f1,0.41427491662334703
macro-precision,0.3969810574227786
macro-recall,0.4782960304627836
weighted-f1,0.4658570961515496
weighted-precision,0.4261347375651079
weighted-recall,0.43158120781084586
