,0
accuracy,0.4820559784786217
balanced_accuracy,0.5411081657910508
top-2-accuracy,0.6741457272050827
macro-f1,0.4786002154804046
macro-precision,0.4650211469599274
macro-recall,0.5411081657910508
weighted-f1,0.5367676108193135
weighted-precision,0.4820559784786217
weighted-recall,0.48993997967675496
