,0
accuracy,0.6451834468547879
balanced_accuracy,0.6579934902022584
top-2-accuracy,0.8235933833209318
macro-f1,0.5964521698439579
macro-precision,0.5730206740189305
macro-recall,0.6579934902022584
weighted-f1,0.6987729576744864
weighted-precision,0.6451834468547879
weighted-recall,0.6579462542796881
