,0
accuracy,0.6968118596531395
balanced_accuracy,0.6035793479287364
top-2-accuracy,0.8474042699330319
macro-f1,0.6050860907175063
macro-precision,0.6304305391416195
macro-recall,0.6035793479287364
weighted-f1,0.688657386024381
weighted-precision,0.6968118596531395
weighted-recall,0.6873273612684017
