,0
accuracy,0.6703108007555377
balanced_accuracy,0.6771684305295533
top-2-accuracy,0.8496365405529163
macro-f1,0.6197372906100368
macro-precision,0.6012413837496866
macro-recall,0.6771684305295533
weighted-f1,0.7182743411703894
weighted-precision,0.6703108007555377
weighted-recall,0.680411086338591
