,0
accuracy,0.5594413599679469
balanced_accuracy,0.4845425560916346
top-2-accuracy,0.7376795833094842
macro-f1,0.5023658251088776
macro-precision,0.5634889589201016
macro-recall,0.4845425560916346
weighted-f1,0.5607245974880382
weighted-precision,0.5594413599679469
weighted-recall,0.5502014293676515
