,0
accuracy,0.5634479995420983
balanced_accuracy,0.5136733218330133
top-2-accuracy,0.7406559441359968
macro-f1,0.5228440968521096
macro-precision,0.5511000197906014
macro-recall,0.5136733218330133
weighted-f1,0.5646887335047621
weighted-precision,0.5634479995420983
weighted-recall,0.5596662901218515
