,0
accuracy,0.48468891305592127
balanced_accuracy,0.542384541784878
top-2-accuracy,0.6672772022208231
macro-f1,0.4723573677542724
macro-precision,0.4570822048501632
macro-recall,0.542384541784878
weighted-f1,0.527664493435694
weighted-precision,0.48468891305592127
weighted-recall,0.49153660516901754
