,0
accuracy,0.6251502489840307
balanced_accuracy,0.6507884638984679
top-2-accuracy,0.8112300383492645
macro-f1,0.5736956338485507
macro-precision,0.5517628793423758
macro-recall,0.6507884638984679
weighted-f1,0.6924601438769709
weighted-precision,0.6251502489840307
weighted-recall,0.6400239216269138
