,0
accuracy,0.7077442619197527
balanced_accuracy,0.6019444225299211
top-2-accuracy,0.8535287047106633
macro-f1,0.6120626514555032
macro-precision,0.65388945047706
macro-recall,0.6019444225299211
weighted-f1,0.6985231333247361
weighted-precision,0.7077442619197527
weighted-recall,0.6966232352215638
