,0
accuracy,0.5668822620342282
balanced_accuracy,0.5096787157132401
top-2-accuracy,0.7397973785129643
macro-f1,0.5255515385782605
macro-precision,0.5667469385334216
macro-recall,0.5096787157132401
weighted-f1,0.5691999743124636
weighted-precision,0.5668822620342282
weighted-recall,0.561247395615256
