,0
accuracy,0.7013336386011104
balanced_accuracy,0.6245452322387695
top-2-accuracy,0.8447140976475301
macro-f1,0.6173144932495885
macro-precision,0.6184129328418414
macro-recall,0.6245452322387695
weighted-f1,0.69407161978577
weighted-precision,0.7013336386011104
weighted-recall,0.6951061967997685
