,0
accuracy,0.537061416060901
balanced_accuracy,0.5209075776023899
top-2-accuracy,0.7190773281437811
macro-f1,0.5043018677972652
macro-precision,0.5136345607534525
macro-recall,0.5209075776023899
weighted-f1,0.5493534218801658
weighted-precision,0.537061416060901
weighted-recall,0.5366914552999957
