,0
accuracy,0.7076870242115506
balanced_accuracy,0.6031027241934115
top-2-accuracy,0.8519260488810028
macro-f1,0.607959106193523
macro-precision,0.6334414887500733
macro-recall,0.6031027241934115
weighted-f1,0.6977269443914355
weighted-precision,0.7076870242115506
weighted-recall,0.6983108532821551
