,0
accuracy,0.5858851811573464
balanced_accuracy,0.570957280828811
top-2-accuracy,0.7613187567969778
macro-f1,0.565853249483592
macro-precision,0.5831014242778441
macro-recall,0.570957280828811
weighted-f1,0.5958651470522232
weighted-precision,0.5858851811573464
weighted-recall,0.5835532504376283
