,0
accuracy,0.7229694923015283
balanced_accuracy,0.6616672392507795
top-2-accuracy,0.8645183446854788
macro-f1,0.6529444231481322
macro-precision,0.6518461379266779
macro-recall,0.6616672392507795
weighted-f1,0.7252788262071888
weighted-precision,0.7229694923015283
weighted-recall,0.7218504142586558
